sample_id,accident_class,split,window_s,sample_count,first_sample_s,last_sample_s,sample_points_s
SGBTR_13,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_14,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_15,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_16,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_17,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_18,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_19,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_2,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_20,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_21,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_22,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_23,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_24,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_25,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_26,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_27,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_28,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_29,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_3,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_30,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_31,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_32,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_33,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_34,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_35,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_36,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_37,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_38,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_39,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_4,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_40,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_41,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_42,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_43,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_44,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_45,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_46,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_47,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_48,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_49,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_5,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_50,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_51,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_52,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_53,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_54,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_55,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_56,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_57,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_58,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_59,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_6,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_60,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_61,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_62,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_63,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_64,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_65,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_66,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_67,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_68,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_69,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_7,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_70,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_71,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_72,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_73,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_74,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_75,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_76,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_77,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_78,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_79,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_8,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_80,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_81,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_82,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_83,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_84,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_85,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_86,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_87,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_88,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_89,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_9,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_90,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_91,SGBTR,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_92,SGBTR,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_93,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_94,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_95,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_96,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_97,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_98,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SGBTR_99,SGBTR,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_1,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_10,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_100,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_101,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_11,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_12,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_13,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_14,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_15,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_16,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_17,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_18,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_19,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_2,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_20,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_21,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_22,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_23,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_24,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_25,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_26,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_27,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_28,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_29,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_3,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_30,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_31,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_32,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_33,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_34,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_35,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_36,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_37,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_38,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_39,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_4,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_40,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_41,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_42,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_43,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_44,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_45,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_46,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_47,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_48,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_49,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_5,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_50,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_51,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_52,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_53,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_54,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_55,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_56,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_57,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_58,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_59,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_6,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_60,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_61,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_62,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_63,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_64,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_65,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_66,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_67,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_68,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_69,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_7,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_70,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_71,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_72,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_73,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_74,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_75,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_76,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_77,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_78,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_79,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_8,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_80,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_81,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_82,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_83,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_84,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_85,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_86,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_87,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_88,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_89,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_9,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_90,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_91,SLBIC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_92,SLBIC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_93,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_94,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_95,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_96,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_97,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_98,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBIC_99,SLBIC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_1,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_10,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_100,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_11,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_12,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_13,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_14,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_15,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_16,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_17,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_18,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_19,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_2,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_20,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_21,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_22,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_23,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_24,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_25,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_26,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_27,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_28,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_29,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_3,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_30,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_31,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_32,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_33,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_34,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_35,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_36,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_37,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_38,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_39,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_4,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_40,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_41,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_42,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_43,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_44,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_45,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_46,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_47,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_48,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_49,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_5,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_50,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_51,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_52,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_53,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_54,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_55,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_56,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_57,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_58,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_59,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_6,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_60,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_61,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_62,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_63,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_64,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_65,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_66,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_67,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_68,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_69,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_7,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_70,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_71,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_72,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_73,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_74,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_75,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_76,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_77,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_78,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_79,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_8,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_80,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_81,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_82,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_83,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_84,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_85,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_86,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_87,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_88,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_89,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_9,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_90,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_91,SLBOC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_92,SLBOC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_93,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_94,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_95,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_96,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_97,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_98,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
SLBOC_99,SLBOC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_1,FLB,test,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_10,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_100,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_11,FLB,test,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_12,FLB,validation,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_13,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_14,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_15,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_16,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_17,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_18,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_19,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_2,FLB,validation,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_20,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_21,FLB,test,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_22,FLB,validation,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_23,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_24,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_25,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_26,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_27,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_28,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_29,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_3,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_30,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_31,FLB,test,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_32,FLB,validation,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_33,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
FLB_34,FLB,train,120,12,10.0,120.0,"10,20,30,40,50,60,70,80,90,100,110,120"
