split_type,split_id,sample_id,accident_class,test_severity,nearest_train_severity,nearest_severity_gap
random,seed_20268993,LOCAC_68,LOCAC,68.0,67.0,1.0
random,seed_20268993,FLB_6,FLB,6.0,5.0,1.0
random,seed_20268993,LOCA_19,LOCA,19.0,20.0,1.0
random,seed_20268993,LOCAC_41,LOCAC,41.0,40.0,1.0
random,seed_20268993,LOCAC_44,LOCAC,44.0,45.0,1.0
random,seed_20268993,SGATR_96,SGATR,96.0,98.0,2.0
random,seed_20268993,FLB_19,FLB,19.0,20.0,1.0
random,seed_20268993,RI_-1,RI,-1.0,-2.0,1.0
random,seed_20268993,SLBIC_81,SLBIC,81.0,80.0,1.0
random,seed_20268993,SGBTR_95,SGBTR,95.0,96.0,1.0
random,seed_20268993,SGBTR_66,SGBTR,66.0,64.0,2.0
random,seed_20268993,SLBIC_53,SLBIC,53.0,54.0,1.0
random,seed_20268993,FLB_76,FLB,76.0,75.0,1.0
random,seed_20268993,LOCA_73,LOCA,73.0,72.0,1.0
random,seed_20268993,LOCA_61,LOCA,61.0,62.0,1.0
random,seed_20268993,FLB_14,FLB,14.0,13.0,1.0
random,seed_20268993,LOCAC_65,LOCAC,65.0,66.0,1.0
random,seed_20268993,SGBTR_90,SGBTR,90.0,91.0,1.0
random,seed_20268993,LOCAC_24,LOCAC,24.0,25.0,1.0
random,seed_20268993,LOCA_45,LOCA,45.0,46.0,1.0
random,seed_20268993,SLBIC_27,SLBIC,27.0,25.0,2.0
random,seed_20268993,SLBIC_72,SLBIC,72.0,73.0,1.0
random,seed_20268993,LOCAC_22,LOCAC,22.0,21.0,1.0
random,seed_20268993,FLB_33,FLB,33.0,32.0,1.0
random,seed_20268993,FLB_85,FLB,85.0,84.0,1.0
random,seed_20268993,SLBIC_91,SLBIC,91.0,92.0,1.0
random,seed_20268993,SLBIC_56,SLBIC,56.0,57.0,1.0
random,seed_20268993,SLBIC_64,SLBIC,64.0,63.0,1.0
random,seed_20268993,LOCAC_78,LOCAC,78.0,79.0,1.0
random,seed_20268993,RI_-23,RI,-23.0,-22.0,1.0
random,seed_20268993,LOCA_4,LOCA,4.0,3.0,1.0
random,seed_20268993,LR_71,LR,71.0,73.0,2.0
random,seed_20268993,FLB_83,FLB,83.0,84.0,1.0
random,seed_20268993,LR_72,LR,72.0,73.0,1.0
random,seed_20268993,FLB_81,FLB,81.0,82.0,1.0
random,seed_20268993,RI_-31,RI,-31.0,-30.0,1.0
random,seed_20268993,LR_70,LR,70.0,73.0,3.0
random,seed_20268993,SGBTR_67,SGBTR,67.0,64.0,3.0
random,seed_20268993,SGATR_84,SGATR,84.0,83.0,1.0
random,seed_20268993,LOCAC_52,LOCAC,52.0,51.0,1.0
random,seed_20268993,LOCA_58,LOCA,58.0,59.0,1.0
random,seed_20268993,LOCA_63,LOCA,63.0,64.0,1.0
random,seed_20268993,FLB_10,FLB,10.0,9.0,1.0
random,seed_20268993,RI_-15,RI,-15.0,-16.0,1.0
random,seed_20268993,SGATR_64,SGATR,64.0,65.0,1.0
random,seed_20268993,SLBIC_76,SLBIC,76.0,75.0,1.0
random,seed_20268993,LOCAC_23,LOCAC,23.0,25.0,2.0
random,seed_20268993,LOCA_54,LOCA,54.0,55.0,1.0
random,seed_20268993,FLB_68,FLB,68.0,67.0,1.0
random,seed_20268993,LOCA_40,LOCA,40.0,39.0,1.0
random,seed_20268993,SGBTR_98,SGBTR,98.0,99.0,1.0
random,seed_20268993,LOCA_18,LOCA,18.0,17.0,1.0
random,seed_20268993,FLB_92,FLB,92.0,93.0,1.0
random,seed_20268993,SGBTR_85,SGBTR,85.0,87.0,2.0
random,seed_20268993,LOCA_65,LOCA,65.0,64.0,1.0
random,seed_20268993,LOCA_33,LOCA,33.0,34.0,1.0
random,seed_20268993,FLB_44,FLB,44.0,45.0,1.0
random,seed_20268993,SLBIC_39,SLBIC,39.0,38.0,1.0
random,seed_20268993,SLBIC_69,SLBIC,69.0,68.0,1.0
random,seed_20268993,LOCAC_69,LOCAC,69.0,67.0,2.0
random,seed_20268993,LOCAC_63,LOCAC,63.0,64.0,1.0
random,seed_20268993,FLB_21,FLB,21.0,20.0,1.0
random,seed_20268993,SLBIC_71,SLBIC,71.0,70.0,1.0
random,seed_20268993,SLBIC_67,SLBIC,67.0,68.0,1.0
random,seed_20268993,SGBTR_58,SGBTR,58.0,59.0,1.0
random,seed_20268993,SGBTR_109,SGBTR,109.0,110.0,1.0
random,seed_20268993,SGATR_57,SGATR,57.0,61.0,4.0
random,seed_20268993,FLB_77,FLB,77.0,78.0,1.0
random,seed_20268993,RI_-6,RI,-6.0,-5.0,1.0
random,seed_20268993,SGBTR_76,SGBTR,76.0,75.0,1.0
random,seed_20268993,FLB_90,FLB,90.0,89.0,1.0
random,seed_20270002,LOCA_40,LOCA,40.0,41.0,1.0
random,seed_20270002,FLB_77,FLB,77.0,76.0,1.0
random,seed_20270002,FLB_20,FLB,20.0,22.0,2.0
random,seed_20270002,SLBIC_19,SLBIC,19.0,18.0,1.0
random,seed_20270002,RI_-1,RI,-1.0,-3.0,2.0
random,seed_20270002,LR_77,LR,77.0,76.0,1.0
random,seed_20270002,SLBIC_20,SLBIC,20.0,18.0,2.0
random,seed_20270002,FLB_40,FLB,40.0,39.0,1.0
random,seed_20270002,FLB_93,FLB,93.0,92.0,1.0
random,seed_20270002,FLB_65,FLB,65.0,64.0,1.0
random,seed_20270002,SGATR_62,SGATR,62.0,63.0,1.0
random,seed_20270002,SLBIC_21,SLBIC,21.0,23.0,2.0
random,seed_20270002,FLB_85,FLB,85.0,84.0,1.0
random,seed_20270002,LOCA_28,LOCA,28.0,27.0,1.0
random,seed_20270002,LOCAC_39,LOCAC,39.0,38.0,1.0
random,seed_20270002,SGATR_72,SGATR,72.0,71.0,1.0
random,seed_20270002,SGBTR_58,SGBTR,58.0,59.0,1.0
random,seed_20270002,LOCAC_2,LOCAC,2.0,3.0,1.0
random,seed_20270002,SLBIC_87,SLBIC,87.0,89.0,2.0
random,seed_20270002,SLBIC_30,SLBIC,30.0,29.0,1.0
random,seed_20270002,FLB_60,FLB,60.0,61.0,1.0
random,seed_20270002,LOCA_49,LOCA,49.0,50.0,1.0
random,seed_20270002,SGBTR_66,SGBTR,66.0,67.0,1.0
random,seed_20270002,FLB_34,FLB,34.0,35.0,1.0
random,seed_20270002,FLB_80,FLB,80.0,81.0,1.0
random,seed_20270002,SLBIC_24,SLBIC,24.0,25.0,1.0
random,seed_20270002,LOCAC_7,LOCAC,7.0,8.0,1.0
random,seed_20270002,SGBTR_85,SGBTR,85.0,84.0,1.0
random,seed_20270002,SGBTR_92,SGBTR,92.0,90.0,2.0
random,seed_20270002,SGATR_69,SGATR,69.0,68.0,1.0
random,seed_20270002,RI_-2,RI,-2.0,-3.0,1.0
random,seed_20270002,SLBIC_22,SLBIC,22.0,23.0,1.0
random,seed_20270002,LOCA_16,LOCA,16.0,15.0,1.0
random,seed_20270002,FLB_54,FLB,54.0,55.0,1.0
random,seed_20270002,FLB_29,FLB,29.0,28.0,1.0
random,seed_20270002,RI_-19,RI,-19.0,-20.0,1.0
random,seed_20270002,SGATR_81,SGATR,81.0,82.0,1.0
random,seed_20270002,SGBTR_91,SGBTR,91.0,90.0,1.0
random,seed_20270002,SLBIC_59,SLBIC,59.0,58.0,1.0
random,seed_20270002,LOCA_3,LOCA,3.0,4.0,1.0
random,seed_20270002,SGBTR_93,SGBTR,93.0,96.0,3.0
random,seed_20270002,LOCA_12,LOCA,12.0,11.0,1.0
random,seed_20270002,SLBIC_95,SLBIC,95.0,96.0,1.0
random,seed_20270002,LOCA_19,LOCA,19.0,20.0,1.0
random,seed_20270002,LOCAC_9,LOCAC,9.0,8.0,1.0
random,seed_20270002,LR_94,LR,94.0,93.0,1.0
random,seed_20270002,SLBIC_83,SLBIC,83.0,82.0,1.0
random,seed_20270002,RI_-34,RI,-34.0,-33.0,1.0
random,seed_20270002,FLB_4,FLB,4.0,5.0,1.0
random,seed_20270002,SLBIC_48,SLBIC,48.0,51.0,3.0
random,seed_20270002,LOCAC_79,LOCAC,79.0,78.0,1.0
random,seed_20270002,LOCAC_30,LOCAC,30.0,32.0,2.0
random,seed_20270002,LOCAC_72,LOCAC,72.0,71.0,1.0
random,seed_20270002,RI_-14,RI,-14.0,-13.0,1.0
random,seed_20270002,SGBTR_102,SGBTR,102.0,101.0,1.0
random,seed_20270002,LOCA_63,LOCA,63.0,65.0,2.0
random,seed_20270002,LOCA_6,LOCA,6.0,7.0,1.0
random,seed_20270002,FLB_12,FLB,12.0,13.0,1.0
random,seed_20270002,SGATR_100,SGATR,100.0,96.0,4.0
random,seed_20270002,RI_-35,RI,-35.0,-33.0,2.0
random,seed_20270002,SLBIC_36,SLBIC,36.0,37.0,1.0
random,seed_20270002,SGBTR_74,SGBTR,74.0,76.0,2.0
random,seed_20270002,LOCA_60,LOCA,60.0,59.0,1.0
random,seed_20270002,SLBIC_35,SLBIC,35.0,34.0,1.0
random,seed_20270002,SGATR_87,SGATR,87.0,86.0,1.0
random,seed_20270002,SLBIC_45,SLBIC,45.0,44.0,1.0
random,seed_20270002,FLB_30,FLB,30.0,32.0,2.0
random,seed_20270002,SGBTR_73,SGBTR,73.0,70.0,3.0
random,seed_20270002,SLBIC_74,SLBIC,74.0,75.0,1.0
random,seed_20270002,SLBIC_86,SLBIC,86.0,84.0,2.0
random,seed_20270002,RI_-29,RI,-29.0,-28.0,1.0
random,seed_20270002,LOCAC_73,LOCAC,73.0,74.0,1.0
random,seed_20270002,SGATR_91,SGATR,91.0,92.0,1.0
random,seed_20270002,SLBIC_97,SLBIC,97.0,96.0,1.0
random,seed_20270002,FLB_19,FLB,19.0,17.0,2.0
random,seed_20270002,FLB_66,FLB,66.0,67.0,1.0
random,seed_20270002,LOCAC_50,LOCAC,50.0,51.0,1.0
random,seed_20270002,SGBTR_94,SGBTR,94.0,96.0,2.0
random,seed_20270002,LR_95,LR,95.0,96.0,1.0
random,seed_20270002,FLB_89,FLB,89.0,88.0,1.0
random,seed_20270002,LOCA_64,LOCA,64.0,65.0,1.0
random,seed_20270002,SLBIC_88,SLBIC,88.0,89.0,1.0
random,seed_20270002,LOCAC_59,LOCAC,59.0,60.0,1.0
random,seed_20270002,LR_81,LR,81.0,82.0,1.0
random,seed_20270002,LOCAC_29,LOCAC,29.0,32.0,3.0
random,seed_20270002,LOCAC_31,LOCAC,31.0,32.0,1.0
random,seed_20270002,LOCA_77,LOCA,77.0,76.0,1.0
random,seed_20270002,SGBTR_75,SGBTR,75.0,76.0,1.0
random,seed_20270002,LOCA_75,LOCA,75.0,74.0,1.0
random,seed_20270002,FLB_31,FLB,31.0,32.0,1.0
random,seed_20270002,FLB_48,FLB,48.0,49.0,1.0
random,seed_20270002,LR_74,LR,74.0,75.0,1.0
random,seed_20270002,SGATR_90,SGATR,90.0,89.0,1.0
random,seed_20270002,LOCAC_23,LOCAC,23.0,24.0,1.0
random,seed_20270002,LOCAC_69,LOCAC,69.0,68.0,1.0
random,seed_20270002,LOCA_39,LOCA,39.0,38.0,1.0
random,seed_20270002,FLB_37,FLB,37.0,38.0,1.0
random,seed_20270002,LOCAC_28,LOCAC,28.0,26.0,2.0
random,seed_20270002,LOCAC_15,LOCAC,15.0,14.0,1.0
random,seed_20270002,LOCA_23,LOCA,23.0,24.0,1.0
random,seed_20270002,SGATR_61,SGATR,61.0,63.0,2.0
severity_blocked,low_block,FLB_2,FLB,2.0,23.0,21.0
severity_blocked,low_block,FLB_3,FLB,3.0,23.0,20.0
severity_blocked,low_block,FLB_4,FLB,4.0,23.0,19.0
severity_blocked,low_block,FLB_5,FLB,5.0,23.0,18.0
severity_blocked,low_block,FLB_6,FLB,6.0,23.0,17.0
severity_blocked,low_block,FLB_7,FLB,7.0,23.0,16.0
severity_blocked,low_block,FLB_8,FLB,8.0,23.0,15.0
severity_blocked,low_block,FLB_9,FLB,9.0,23.0,14.0
severity_blocked,low_block,FLB_10,FLB,10.0,23.0,13.0
severity_blocked,low_block,FLB_11,FLB,11.0,23.0,12.0
severity_blocked,low_block,FLB_12,FLB,12.0,23.0,11.0
severity_blocked,low_block,FLB_13,FLB,13.0,23.0,10.0
severity_blocked,low_block,FLB_14,FLB,14.0,23.0,9.0
severity_blocked,low_block,FLB_15,FLB,15.0,23.0,8.0
severity_blocked,low_block,FLB_16,FLB,16.0,23.0,7.0
severity_blocked,low_block,FLB_17,FLB,17.0,23.0,6.0
severity_blocked,low_block,FLB_18,FLB,18.0,23.0,5.0
severity_blocked,low_block,FLB_19,FLB,19.0,23.0,4.0
severity_blocked,low_block,FLB_20,FLB,20.0,23.0,3.0
severity_blocked,low_block,FLB_21,FLB,21.0,23.0,2.0
severity_blocked,low_block,LOCA_1,LOCA,1.0,18.0,17.0
severity_blocked,low_block,LOCA_2,LOCA,2.0,18.0,16.0
severity_blocked,low_block,LOCA_3,LOCA,3.0,18.0,15.0
severity_blocked,low_block,LOCA_4,LOCA,4.0,18.0,14.0
severity_blocked,low_block,LOCA_5,LOCA,5.0,18.0,13.0
severity_blocked,low_block,LOCA_6,LOCA,6.0,18.0,12.0
severity_blocked,low_block,LOCA_7,LOCA,7.0,18.0,11.0
severity_blocked,low_block,LOCA_8,LOCA,8.0,18.0,10.0
severity_blocked,low_block,LOCA_9,LOCA,9.0,18.0,9.0
severity_blocked,low_block,LOCA_10,LOCA,10.0,18.0,8.0
severity_blocked,low_block,LOCA_11,LOCA,11.0,18.0,7.0
severity_blocked,low_block,LOCA_12,LOCA,12.0,18.0,6.0
severity_blocked,low_block,LOCA_13,LOCA,13.0,18.0,5.0
severity_blocked,low_block,LOCA_14,LOCA,14.0,18.0,4.0
severity_blocked,low_block,LOCA_15,LOCA,15.0,18.0,3.0
severity_blocked,low_block,LOCA_16,LOCA,16.0,18.0,2.0
severity_blocked,low_block,LOCAC_1,LOCAC,1.0,18.0,17.0
severity_blocked,low_block,LOCAC_2,LOCAC,2.0,18.0,16.0
severity_blocked,low_block,LOCAC_3,LOCAC,3.0,18.0,15.0
severity_blocked,low_block,LOCAC_4,LOCAC,4.0,18.0,14.0
severity_blocked,low_block,LOCAC_5,LOCAC,5.0,18.0,13.0
severity_blocked,low_block,LOCAC_6,LOCAC,6.0,18.0,12.0
severity_blocked,low_block,LOCAC_7,LOCAC,7.0,18.0,11.0
severity_blocked,low_block,LOCAC_8,LOCAC,8.0,18.0,10.0
severity_blocked,low_block,LOCAC_9,LOCAC,9.0,18.0,9.0
severity_blocked,low_block,LOCAC_10,LOCAC,10.0,18.0,8.0
severity_blocked,low_block,LOCAC_11,LOCAC,11.0,18.0,7.0
severity_blocked,low_block,LOCAC_12,LOCAC,12.0,18.0,6.0
severity_blocked,low_block,LOCAC_13,LOCAC,13.0,18.0,5.0
severity_blocked,low_block,LOCAC_14,LOCAC,14.0,18.0,4.0
severity_blocked,low_block,LOCAC_15,LOCAC,15.0,18.0,3.0
severity_blocked,low_block,LOCAC_16,LOCAC,16.0,18.0,2.0
severity_blocked,low_block,LR_70,LR,70.0,77.0,7.0
severity_blocked,low_block,LR_71,LR,71.0,77.0,6.0
severity_blocked,low_block,LR_72,LR,72.0,77.0,5.0
severity_blocked,low_block,LR_73,LR,73.0,77.0,4.0
severity_blocked,low_block,LR_74,LR,74.0,77.0,3.0
severity_blocked,low_block,LR_75,LR,75.0,77.0,2.0
severity_blocked,low_block,RI_-35,RI,-35.0,-27.0,8.0
severity_blocked,low_block,RI_-34,RI,-34.0,-27.0,7.0
severity_blocked,low_block,RI_-33,RI,-33.0,-27.0,6.0
severity_blocked,low_block,RI_-32,RI,-32.0,-27.0,5.0
severity_blocked,low_block,RI_-31,RI,-31.0,-27.0,4.0
severity_blocked,low_block,RI_-30,RI,-30.0,-27.0,3.0
severity_blocked,low_block,RI_-29,RI,-29.0,-27.0,2.0
severity_blocked,low_block,SGATR_57,SGATR,57.0,67.0,10.0
severity_blocked,low_block,SGATR_58,SGATR,58.0,67.0,9.0
severity_blocked,low_block,SGATR_59,SGATR,59.0,67.0,8.0
severity_blocked,low_block,SGATR_60,SGATR,60.0,67.0,7.0
severity_blocked,low_block,SGATR_61,SGATR,61.0,67.0,6.0
severity_blocked,low_block,SGATR_62,SGATR,62.0,67.0,5.0
severity_blocked,low_block,SGATR_63,SGATR,63.0,67.0,4.0
severity_blocked,low_block,SGATR_64,SGATR,64.0,67.0,3.0
severity_blocked,low_block,SGATR_65,SGATR,65.0,67.0,2.0
severity_blocked,low_block,SGBTR_57,SGBTR,57.0,69.0,12.0
severity_blocked,low_block,SGBTR_58,SGBTR,58.0,69.0,11.0
severity_blocked,low_block,SGBTR_59,SGBTR,59.0,69.0,10.0
severity_blocked,low_block,SGBTR_60,SGBTR,60.0,69.0,9.0
severity_blocked,low_block,SGBTR_61,SGBTR,61.0,69.0,8.0
severity_blocked,low_block,SGBTR_62,SGBTR,62.0,69.0,7.0
severity_blocked,low_block,SGBTR_63,SGBTR,63.0,69.0,6.0
severity_blocked,low_block,SGBTR_64,SGBTR,64.0,69.0,5.0
severity_blocked,low_block,SGBTR_65,SGBTR,65.0,69.0,4.0
severity_blocked,low_block,SGBTR_66,SGBTR,66.0,69.0,3.0
severity_blocked,low_block,SGBTR_67,SGBTR,67.0,69.0,2.0
severity_blocked,low_block,SLBIC_14,SLBIC,14.0,33.0,19.0
severity_blocked,low_block,SLBIC_15,SLBIC,15.0,33.0,18.0
severity_blocked,low_block,SLBIC_16,SLBIC,16.0,33.0,17.0
severity_blocked,low_block,SLBIC_17,SLBIC,17.0,33.0,16.0
severity_blocked,low_block,SLBIC_18,SLBIC,18.0,33.0,15.0
severity_blocked,low_block,SLBIC_19,SLBIC,19.0,33.0,14.0
severity_blocked,low_block,SLBIC_20,SLBIC,20.0,33.0,13.0
severity_blocked,low_block,SLBIC_21,SLBIC,21.0,33.0,12.0
severity_blocked,low_block,SLBIC_22,SLBIC,22.0,33.0,11.0
severity_blocked,low_block,SLBIC_23,SLBIC,23.0,33.0,10.0
severity_blocked,low_block,SLBIC_24,SLBIC,24.0,33.0,9.0
severity_blocked,low_block,SLBIC_25,SLBIC,25.0,33.0,8.0
severity_blocked,low_block,SLBIC_26,SLBIC,26.0,33.0,7.0
severity_blocked,low_block,SLBIC_27,SLBIC,27.0,33.0,6.0
severity_blocked,low_block,SLBIC_28,SLBIC,28.0,33.0,5.0
severity_blocked,low_block,SLBIC_29,SLBIC,29.0,33.0,4.0
severity_blocked,low_block,SLBIC_30,SLBIC,30.0,33.0,3.0
severity_blocked,low_block,SLBIC_31,SLBIC,31.0,33.0,2.0
severity_blocked,middle_block,FLB_41,FLB,41.0,39.0,2.0
severity_blocked,middle_block,FLB_42,FLB,42.0,39.0,3.0
severity_blocked,middle_block,FLB_43,FLB,43.0,39.0,4.0
severity_blocked,middle_block,FLB_44,FLB,44.0,39.0,5.0
severity_blocked,middle_block,FLB_45,FLB,45.0,39.0,6.0
severity_blocked,middle_block,FLB_46,FLB,46.0,39.0,7.0
severity_blocked,middle_block,FLB_47,FLB,47.0,39.0,8.0
severity_blocked,middle_block,FLB_48,FLB,48.0,39.0,9.0
severity_blocked,middle_block,FLB_49,FLB,49.0,39.0,10.0
severity_blocked,middle_block,FLB_50,FLB,50.0,39.0,11.0
severity_blocked,middle_block,FLB_51,FLB,51.0,62.0,11.0
severity_blocked,middle_block,FLB_52,FLB,52.0,62.0,10.0
severity_blocked,middle_block,FLB_53,FLB,53.0,62.0,9.0
severity_blocked,middle_block,FLB_54,FLB,54.0,62.0,8.0
severity_blocked,middle_block,FLB_55,FLB,55.0,62.0,7.0
severity_blocked,middle_block,FLB_56,FLB,56.0,62.0,6.0
severity_blocked,middle_block,FLB_57,FLB,57.0,62.0,5.0
severity_blocked,middle_block,FLB_58,FLB,58.0,62.0,4.0
severity_blocked,middle_block,FLB_59,FLB,59.0,62.0,3.0
severity_blocked,middle_block,FLB_60,FLB,60.0,62.0,2.0
severity_blocked,middle_block,LOCA_31,LOCA,31.0,29.0,2.0
severity_blocked,middle_block,LOCA_32,LOCA,32.0,29.0,3.0
severity_blocked,middle_block,LOCA_33,LOCA,33.0,29.0,4.0
severity_blocked,middle_block,LOCA_34,LOCA,34.0,29.0,5.0
severity_blocked,middle_block,LOCA_35,LOCA,35.0,29.0,6.0
severity_blocked,middle_block,LOCA_36,LOCA,36.0,29.0,7.0
severity_blocked,middle_block,LOCA_37,LOCA,37.0,29.0,8.0
severity_blocked,middle_block,LOCA_38,LOCA,38.0,29.0,9.0
severity_blocked,middle_block,LOCA_39,LOCA,39.0,29.0,10.0
severity_blocked,middle_block,LOCA_40,LOCA,40.0,49.0,9.0
severity_blocked,middle_block,LOCA_41,LOCA,41.0,49.0,8.0
severity_blocked,middle_block,LOCA_42,LOCA,42.0,49.0,7.0
severity_blocked,middle_block,LOCA_44,LOCA,44.0,49.0,5.0
severity_blocked,middle_block,LOCA_45,LOCA,45.0,49.0,4.0
severity_blocked,middle_block,LOCA_46,LOCA,46.0,49.0,3.0
severity_blocked,middle_block,LOCA_47,LOCA,47.0,49.0,2.0
severity_blocked,middle_block,LOCAC_32,LOCAC,32.0,30.0,2.0
severity_blocked,middle_block,LOCAC_33,LOCAC,33.0,30.0,3.0
severity_blocked,middle_block,LOCAC_34,LOCAC,34.0,30.0,4.0
severity_blocked,middle_block,LOCAC_35,LOCAC,35.0,30.0,5.0
severity_blocked,middle_block,LOCAC_36,LOCAC,36.0,30.0,6.0
severity_blocked,middle_block,LOCAC_37,LOCAC,37.0,30.0,7.0
severity_blocked,middle_block,LOCAC_38,LOCAC,38.0,30.0,8.0
severity_blocked,middle_block,LOCAC_39,LOCAC,39.0,30.0,9.0
severity_blocked,middle_block,LOCAC_40,LOCAC,40.0,49.0,9.0
severity_blocked,middle_block,LOCAC_41,LOCAC,41.0,49.0,8.0
severity_blocked,middle_block,LOCAC_42,LOCAC,42.0,49.0,7.0
severity_blocked,middle_block,LOCAC_43,LOCAC,43.0,49.0,6.0
severity_blocked,middle_block,LOCAC_44,LOCAC,44.0,49.0,5.0
severity_blocked,middle_block,LOCAC_45,LOCAC,45.0,49.0,4.0
severity_blocked,middle_block,LOCAC_46,LOCAC,46.0,49.0,3.0
severity_blocked,middle_block,LOCAC_47,LOCAC,47.0,49.0,2.0
severity_blocked,middle_block,LR_81,LR,81.0,79.0,2.0
severity_blocked,middle_block,LR_82,LR,82.0,79.0,3.0
severity_blocked,middle_block,LR_83,LR,83.0,79.0,4.0
severity_blocked,middle_block,LR_84,LR,84.0,88.0,4.0
severity_blocked,middle_block,LR_85,LR,85.0,88.0,3.0
severity_blocked,middle_block,LR_86,LR,86.0,88.0,2.0
severity_blocked,middle_block,RI_-21,RI,-21.0,-23.0,2.0
severity_blocked,middle_block,RI_-20,RI,-20.0,-23.0,3.0
severity_blocked,middle_block,RI_-19,RI,-19.0,-23.0,4.0
severity_blocked,middle_block,RI_-18,RI,-18.0,-23.0,5.0
severity_blocked,middle_block,RI_-17,RI,-17.0,-13.0,4.0
severity_blocked,middle_block,RI_-16,RI,-16.0,-13.0,3.0
severity_blocked,middle_block,RI_-15,RI,-15.0,-13.0,2.0
severity_blocked,middle_block,SGATR_74,SGATR,74.0,72.0,2.0
severity_blocked,middle_block,SGATR_75,SGATR,75.0,72.0,3.0
severity_blocked,middle_block,SGATR_76,SGATR,76.0,72.0,4.0
severity_blocked,middle_block,SGATR_77,SGATR,77.0,72.0,5.0
severity_blocked,middle_block,SGATR_78,SGATR,78.0,72.0,6.0
severity_blocked,middle_block,SGATR_79,SGATR,79.0,84.0,5.0
severity_blocked,middle_block,SGATR_80,SGATR,80.0,84.0,4.0
severity_blocked,middle_block,SGATR_81,SGATR,81.0,84.0,3.0
severity_blocked,middle_block,SGATR_82,SGATR,82.0,84.0,2.0
severity_blocked,middle_block,SGBTR_78,SGBTR,78.0,76.0,2.0
severity_blocked,middle_block,SGBTR_79,SGBTR,79.0,76.0,3.0
severity_blocked,middle_block,SGBTR_80,SGBTR,80.0,76.0,4.0
severity_blocked,middle_block,SGBTR_81,SGBTR,81.0,76.0,5.0
severity_blocked,middle_block,SGBTR_82,SGBTR,82.0,76.0,6.0
severity_blocked,middle_block,SGBTR_83,SGBTR,83.0,76.0,7.0
severity_blocked,middle_block,SGBTR_84,SGBTR,84.0,90.0,6.0
severity_blocked,middle_block,SGBTR_85,SGBTR,85.0,90.0,5.0
severity_blocked,middle_block,SGBTR_86,SGBTR,86.0,90.0,4.0
severity_blocked,middle_block,SGBTR_87,SGBTR,87.0,90.0,3.0
severity_blocked,middle_block,SGBTR_88,SGBTR,88.0,90.0,2.0
severity_blocked,middle_block,SLBIC_49,SLBIC,49.0,47.0,2.0
severity_blocked,middle_block,SLBIC_50,SLBIC,50.0,47.0,3.0
severity_blocked,middle_block,SLBIC_51,SLBIC,51.0,47.0,4.0
severity_blocked,middle_block,SLBIC_52,SLBIC,52.0,47.0,5.0
severity_blocked,middle_block,SLBIC_53,SLBIC,53.0,47.0,6.0
severity_blocked,middle_block,SLBIC_54,SLBIC,54.0,47.0,7.0
severity_blocked,middle_block,SLBIC_55,SLBIC,55.0,47.0,8.0
severity_blocked,middle_block,SLBIC_56,SLBIC,56.0,47.0,9.0
severity_blocked,middle_block,SLBIC_57,SLBIC,57.0,47.0,10.0
severity_blocked,middle_block,SLBIC_58,SLBIC,58.0,68.0,10.0
severity_blocked,middle_block,SLBIC_59,SLBIC,59.0,68.0,9.0
severity_blocked,middle_block,SLBIC_60,SLBIC,60.0,68.0,8.0
severity_blocked,middle_block,SLBIC_61,SLBIC,61.0,68.0,7.0
severity_blocked,middle_block,SLBIC_62,SLBIC,62.0,68.0,6.0
severity_blocked,middle_block,SLBIC_63,SLBIC,63.0,68.0,5.0
severity_blocked,middle_block,SLBIC_64,SLBIC,64.0,68.0,4.0
severity_blocked,middle_block,SLBIC_65,SLBIC,65.0,68.0,3.0
severity_blocked,middle_block,SLBIC_66,SLBIC,66.0,68.0,2.0
severity_blocked,high_block,FLB_81,FLB,81.0,63.0,18.0
severity_blocked,high_block,FLB_82,FLB,82.0,63.0,19.0
severity_blocked,high_block,FLB_83,FLB,83.0,63.0,20.0
severity_blocked,high_block,FLB_84,FLB,84.0,63.0,21.0
severity_blocked,high_block,FLB_85,FLB,85.0,63.0,22.0
severity_blocked,high_block,FLB_86,FLB,86.0,63.0,23.0
severity_blocked,high_block,FLB_87,FLB,87.0,63.0,24.0
severity_blocked,high_block,FLB_88,FLB,88.0,63.0,25.0
severity_blocked,high_block,FLB_89,FLB,89.0,63.0,26.0
severity_blocked,high_block,FLB_90,FLB,90.0,63.0,27.0
severity_blocked,high_block,FLB_91,FLB,91.0,63.0,28.0
severity_blocked,high_block,FLB_92,FLB,92.0,63.0,29.0
severity_blocked,high_block,FLB_93,FLB,93.0,63.0,30.0
severity_blocked,high_block,FLB_94,FLB,94.0,63.0,31.0
severity_blocked,high_block,FLB_95,FLB,95.0,63.0,32.0
severity_blocked,high_block,FLB_96,FLB,96.0,63.0,33.0
severity_blocked,high_block,FLB_97,FLB,97.0,63.0,34.0
severity_blocked,high_block,FLB_98,FLB,98.0,63.0,35.0
severity_blocked,high_block,FLB_99,FLB,99.0,63.0,36.0
severity_blocked,high_block,FLB_100,FLB,100.0,63.0,37.0
severity_blocked,high_block,LOCA_62,LOCA,62.0,48.0,14.0
severity_blocked,high_block,LOCA_63,LOCA,63.0,48.0,15.0
severity_blocked,high_block,LOCA_64,LOCA,64.0,48.0,16.0
severity_blocked,high_block,LOCA_65,LOCA,65.0,48.0,17.0
severity_blocked,high_block,LOCA_66,LOCA,66.0,48.0,18.0
severity_blocked,high_block,LOCA_67,LOCA,67.0,48.0,19.0
