sample_id,accident_class,operation_csv,transient_report,report_exists,report_line_count,injection_s,injection_event,scram_s,scram_event,hpi_pump_1_s,hpi_pump_1_event,hpi_pump_2_s,hpi_pump_2_event,hpsi_start_s,hpsi_start_event,first_protection_s,first_protection_event,event_parse_ok
MD_11,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/11.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/11Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 11.0 %,,,,,,,,,,,True
MD_12,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/12.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/12Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 12.0 %,,,,,,,,,,,True
MD_13,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/13.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/13Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 13.0 %,,,,,,,,,,,True
MD_14,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/14.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/14Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 14.0 %,,,,,,,,,,,True
MD_15,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/15.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/15Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 15.0 %,,,,,,,,,,,True
MD_16,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/16.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/16Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 16.0 %,,,,,,,,,,,True
MD_17,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/17Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 17.0 %,,,,,,,,,,,True
MD_18,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/18Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 18.0 %,,,,,,,,,,,True
MD_19,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/19Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 19.0 %,,,,,,,,,,,True
MD_20,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/20.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/20Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 20.0 %,,,,,,,,,,,True
MD_21,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/21.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/21Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 21.0 %,,,,,,,,,,,True
MD_22,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/22.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/22Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 22.0 %,,,,,,,,,,,True
MD_23,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/23.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/23Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 23.0 %,,,,,,,,,,,True
MD_24,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/24.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/24Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 24.0 %,,,,,,,,,,,True
MD_25,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/25.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/25Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 25.0 %,,,,,,,,,,,True
MD_26,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/26.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/26Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 26.0 %,,,,,,,,,,,True
MD_27,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/27.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/27Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 27.0 %,,,,,,,,,,,True
MD_28,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/28.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/28Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 28.0 %,,,,,,,,,,,True
MD_29,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/29.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/29Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 29.0 %,,,,,,,,,,,True
MD_30,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/30.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/30Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 30.0 %,,,,,,,,,,,True
MD_31,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/31.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/31Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 31.0 %,,,,,,,,,,,True
MD_32,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/32.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/32Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 32.0 %,,,,,,,,,,,True
MD_33,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/33.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/33Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 33.0 %,,,,,,,,,,,True
MD_34,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/34.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/34Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 34.0 %,,,,,,,,,,,True
MD_35,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/35.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/35Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 35.0 %,,,,,,,,,,,True
MD_36,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/36.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/36Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 36.0 %,,,,,,,,,,,True
MD_37,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/37.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/37Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 37.0 %,,,,,,,,,,,True
MD_38,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/38.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/38Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 38.0 %,,,,,,,,,,,True
MD_39,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/39.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/39Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 39.0 %,,,,,,,,,,,True
MD_40,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/40.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/40Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 40.0 %,,,,,,,,,,,True
MD_41,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/41.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/41Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 41.0 %,,,,,,,,,,,True
MD_42,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/42.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/42Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 42.0 %,,,,,,,,,,,True
MD_43,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/43.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/43Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 43.0 %,,,,,,,,,,,True
MD_44,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/44.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/44Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 44.0 %,,,,,,,,,,,True
MD_45,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/45.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/45Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 45.0 %,,,,,,,,,,,True
MD_46,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/46.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/46Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 46.0 %,,,,,,,,,,,True
MD_47,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/47.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/47Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 47.0 %,,,,,,,,,,,True
MD_48,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/48.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/48Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 48.0 %,,,,,,,,,,,True
MD_49,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/49.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/49Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 49.0 %,,,,,,,,,,,True
MD_50,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/50.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/50Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 50.0 %,,,,,,,,,,,True
MD_51,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/51.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/51Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 51.0 %,,,,,,,,,,,True
MD_52,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/52.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/52Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 52.0 %,,,,,,,,,,,True
MD_53,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/53.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/53Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 53.0 %,,,,,,,,,,,True
MD_54,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/54.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/54Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 54.0 %,,,,,,,,,,,True
MD_55,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/55.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/55Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 55.0 %,,,,,,,,,,,True
MD_56,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/56.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/56Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 56.0 %,,,,,,,,,,,True
MD_57,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/57.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/57Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 57.0 %,,,,,,,,,,,True
MD_58,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/58.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/58Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 58.0 %,,,,,,,,,,,True
MD_59,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/59.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/59Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 59.0 %,,,,,,,,,,,True
MD_60,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/60.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/60Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 60.0 %,,,,,,,,,,,True
MD_61,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/61.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/61Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 61.0 %,,,,,,,,,,,True
MD_62,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/62.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/62Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 62.0 %,,,,,,,,,,,True
MD_63,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/63.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/63Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 63.0 %,,,,,,,,,,,True
MD_64,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/64.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/64Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 64.0 %,,,,,,,,,,,True
MD_65,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/65.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/65Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 65.0 %,,,,,,,,,,,True
MD_66,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/66.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/66Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 66.0 %,,,,,,,,,,,True
MD_67,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/67.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/67Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 67.0 %,,,,,,,,,,,True
MD_68,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/68.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/68Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 68.0 %,,,,,,,,,,,True
MD_69,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/69.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/69Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 69.0 %,,,,,,,,,,,True
MD_70,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/70.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/70Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 70.0 %,,,,,,,,,,,True
MD_71,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/71.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/71Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 71.0 %,,,,,,,,,,,True
MD_72,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/72.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/72Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 72.0 %,,,,,,,,,,,True
MD_73,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/73.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/73Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 73.0 %,,,,,,,,,,,True
MD_74,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/74.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/74Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 74.0 %,,,,,,,,,,,True
MD_75,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/75.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/75Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 75.0 %,,,,,,,,,,,True
MD_76,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/76.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/76Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 76.0 %,,,,,,,,,,,True
MD_77,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/77.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/77Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 77.0 %,,,,,,,,,,,True
MD_78,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/78.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/78Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 78.0 %,,,,,,,,,,,True
MD_79,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/79.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/79Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 79.0 %,,,,,,,,,,,True
MD_80,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/80.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/80Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 80.0 %,,,,,,,,,,,True
MD_81,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/81.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/81Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 81.0 %,,,,,,,,,,,True
MD_82,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/82.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/82Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 82.0 %,,,,,,,,,,,True
MD_83,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/83.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/83Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 83.0 %,,,,,,,,,,,True
MD_84,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/84.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/84Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 84.0 %,,,,,,,,,,,True
MD_85,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/85.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/85Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 85.0 %,,,,,,,,,,,True
MD_86,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/86.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/86Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 86.0 %,,,,,,,,,,,True
MD_87,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/87.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/87Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 87.0 %,,,,,,,,,,,True
MD_88,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/88.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/88Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 88.0 %,,,,,,,,,,,True
MD_89,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/89.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/89Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 89.0 %,,,,,,,,,,,True
MD_90,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/90.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/90Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 90.0 %,,,,,,,,,,,True
MD_91,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/91.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/91Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 91.0 %,,,,,,,,,,,True
MD_92,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/92.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/92Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 92.0 %,,,,,,,,,,,True
MD_93,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/93.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/93Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 93.0 %,,,,,,,,,,,True
MD_94,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/94.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/94Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 94.0 %,,,,,,,,,,,True
MD_95,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/95.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/95Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 95.0 %,,,,,,,,,,,True
MD_96,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/96.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/96Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 96.0 %,,,,,,,,,,,True
MD_97,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/97.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/97Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 97.0 %,,,,,,,,,,,True
MD_98,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/98.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/98Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 98.0 %,,,,,,,,,,,True
MD_99,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/99.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/99Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 99.0 %,,,,,,,,,,,True
MD_100,MD,data/NuclearPowerPlantAccidentData/Operation_csv_data/MD/100.csv,data/NuclearPowerPlantAccidentData/NPPAD/MD/100Transient Report.txt,True,2,0.5,Malfunction # 14 Fraction = 100.0 %,,,,,,,,,,,True
RI_-100,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-100.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-100Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -100.0 %,,,,,,,,,,,True
RI_-99,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-99.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-99Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -99.0 %,,,,,,,,,,,True
RI_-98,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-98.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-98Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -98.0 %,,,,,,,,,,,True
RI_-97,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-97.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-97Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -97.0 %,,,,,,,,,,,True
RI_-96,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-96.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-96Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -96.0 %,,,,,,,,,,,True
RI_-95,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-95.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-95Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -95.0 %,,,,,,,,,,,True
RI_-94,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-94.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-94Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -94.0 %,,,,,,,,,,,True
RI_-93,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-93.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-93Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -93.0 %,,,,,,,,,,,True
RI_-92,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-92.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-92Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -92.0 %,,,,,,,,,,,True
RI_-91,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-91.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-91Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -91.0 %,,,,,,,,,,,True
RI_-90,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-90.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-90Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -90.0 %,,,,,,,,,,,True
RI_-89,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-89.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-89Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -89.0 %,,,,,,,,,,,True
RI_-88,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-88.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-88Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -88.0 %,,,,,,,,,,,True
RI_-87,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-87.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-87Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -87.0 %,,,,,,,,,,,True
RI_-86,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-86.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-86Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -86.0 %,,,,,,,,,,,True
RI_-85,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-85.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-85Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -85.0 %,,,,,,,,,,,True
RI_-84,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-84.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-84Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -84.0 %,,,,,,,,,,,True
RI_-83,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-83.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-83Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -83.0 %,,,,,,,,,,,True
RI_-82,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-82.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-82Transient Report.txt,True,21,0.5,Malfunction # 12 Fraction = -82.0 %,116.0,Reactor Scram,128.0,HPI Pump #1 Position Change: 100%,128.0,HPI Pump #2 Position Change: 100%,128.0,HPSI start low RX Press 118.1 bar,116.0,Reactor Scram,True
RI_-81,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-81.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-81Transient Report.txt,True,20,0.5,Malfunction # 12 Fraction = -81.0 %,117.0,Reactor Scram,134.0,HPI Pump #1 Position Change: 100%,134.0,HPI Pump #2 Position Change: 100%,134.0,HPSI start low RX Press 118.1 bar,117.0,Reactor Scram,True
RI_-80,RI,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-80.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-80Transient Report.txt,True,20,0.5,Malfunction # 12 Fraction = -80.0 %,117.0,Reactor Scram,134.0,HPI Pump #1 Position Change: 100%,134.0,HPI Pump #2 Position Change: 100%,134.0,HPSI start low RX Press 118.1 bar,117.0,Reactor Scram,True
