sample_id,accident_class,numeric_case_id,operation_csv,transient_report,report_exists,report_line_count,injection_s,injection_event,injection_parse_ok,first_protection_s,first_protection_event,first_protection_category,protection_match_count,protection_categories,protection_match_examples,event_parse_ok,parser_version
FLB_1,FLB,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/1Transient Report.txt,True,2,0.5,Malfunction # 13 Fraction = 01.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-81,RI,-81,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-81.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-81Transient Report.txt,True,20,0.5,Malfunction # 12 Fraction = -81.0 %,True,117.0,Reactor Scram,reactor_scram,10,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"117 sec, Reactor Scram || 134 sec, HPSI start low RX Press 118.1 bar || 134 sec, HPI Pump #1 Position Change: 100% || 134 sec, HPI Pump #2 Position Change: 100% || 1402.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1443 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1481 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1518.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RI_-82,RI,-82,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-82.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-82Transient Report.txt,True,21,0.5,Malfunction # 12 Fraction = -82.0 %,True,116.0,Reactor Scram,reactor_scram,10,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"116 sec, Reactor Scram || 128 sec, HPSI start low RX Press 118.1 bar || 128 sec, HPI Pump #1 Position Change: 100% || 128 sec, HPI Pump #2 Position Change: 100% || 1390 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1430.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1468.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1506 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RI_-83,RI,-83,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-83.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-83Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -83.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-84,RI,-84,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-84.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-84Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -84.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-85,RI,-85,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-85.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-85Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -85.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-86,RI,-86,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-86.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-86Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -86.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-87,RI,-87,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-87.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-87Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -87.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-88,RI,-88,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-88.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-88Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -88.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-89,RI,-89,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-89.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-89Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -89.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-9,RI,-9,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-9.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-9Transient Report.txt,True,5,0.5,Malfunction # 12 Fraction = -09.0 %,True,578.0,Reactor Scram,reactor_scram,1,reactor_scram,"578 sec, Reactor Scram",True,13_generic_taxonomy_v1
RI_-90,RI,-90,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-90.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-90Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -90.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-91,RI,-91,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-91.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-91Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -91.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-92,RI,-92,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-92.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-92Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -92.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-93,RI,-93,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-93.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-93Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -93.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-94,RI,-94,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-94.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-94Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -94.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-95,RI,-95,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-95.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-95Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -95.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-96,RI,-96,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-96.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-96Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -96.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-97,RI,-97,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-97.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-97Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -97.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-98,RI,-98,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-98.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-98Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -98.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RI_-99,RI,-99,data/NuclearPowerPlantAccidentData/Operation_csv_data/RI/-99.csv,data/NuclearPowerPlantAccidentData/NPPAD/RI/-99Transient Report.txt,True,2,0.5,Malfunction # 12 Fraction = -99.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
RW_1,RW,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/1Transient Report.txt,True,5,0.5,Malfunction # 12 Fraction = 01.0 %,True,403.5,Reactor Scram,reactor_scram,1,reactor_scram,"403.5 sec, Reactor Scram",True,13_generic_taxonomy_v1
RW_10,RW,10,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/10.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/10Transient Report.txt,True,57,0.5,Malfunction # 12 Fraction = 10.0 %,True,103.0,Reactor Scram,reactor_scram,28,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"103 sec, Reactor Scram || 171.5 sec, HPSI start low RX Press 118.1 bar || 171.5 sec, HPI Pump #1 Position Change: 100% || 171.5 sec, HPI Pump #2 Position Change: 100% || 1466 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1506.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1546.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1584 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_100,RW,100,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/100.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/100Transient Report.txt,True,15,0.5,Malfunction # 12 Fraction = 100.0 %,True,102.0,Reactor Scram,reactor_scram,7,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102 sec, Reactor Scram || 166.5 sec, HPSI start low RX Press 118.1 bar || 166.5 sec, HPI Pump #1 Position Change: 100% || 166.5 sec, HPI Pump #2 Position Change: 100% || 1462.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1503 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1541 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_11,RW,11,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/11.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/11Transient Report.txt,True,58,0.5,Malfunction # 12 Fraction = 11.0 %,True,103.0,Reactor Scram,reactor_scram,28,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"103 sec, Reactor Scram || 171 sec, HPSI start low RX Press 118.1 bar || 171 sec, HPI Pump #1 Position Change: 100% || 171 sec, HPI Pump #2 Position Change: 100% || 1467 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1507.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1547.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1585 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_12,RW,12,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/12.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/12Transient Report.txt,True,56,0.5,Malfunction # 12 Fraction = 12.0 %,True,103.0,Reactor Scram,reactor_scram,27,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"103 sec, Reactor Scram || 170.5 sec, HPSI start low RX Press 118.1 bar || 170.5 sec, HPI Pump #1 Position Change: 100% || 170.5 sec, HPI Pump #2 Position Change: 100% || 1466.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1507 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1547 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1584.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_13,RW,13,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/13.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/13Transient Report.txt,True,56,0.5,Malfunction # 12 Fraction = 13.0 %,True,103.0,Reactor Scram,reactor_scram,27,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"103 sec, Reactor Scram || 170.5 sec, HPSI start low RX Press 118.1 bar || 170.5 sec, HPI Pump #1 Position Change: 100% || 170.5 sec, HPI Pump #2 Position Change: 100% || 1462.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1503 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1543 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1580.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_14,RW,14,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/14.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/14Transient Report.txt,True,54,0.5,Malfunction # 12 Fraction = 14.0 %,True,103.0,Reactor Scram,reactor_scram,26,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"103 sec, Reactor Scram || 170 sec, HPSI start low RX Press 118.1 bar || 170 sec, HPI Pump #1 Position Change: 100% || 170 sec, HPI Pump #2 Position Change: 100% || 1463.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1504 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1542 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1579.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_15,RW,15,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/15.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/15Transient Report.txt,True,54,0.5,Malfunction # 12 Fraction = 15.0 %,True,102.5,Reactor Scram,reactor_scram,26,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 171 sec, HPSI start low RX Press 118.1 bar || 171 sec, HPI Pump #1 Position Change: 100% || 171 sec, HPI Pump #2 Position Change: 100% || 1465.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1506 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1546 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1583.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_16,RW,16,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/16.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/16Transient Report.txt,True,51,0.5,Malfunction # 12 Fraction = 16.0 %,True,102.5,Reactor Scram,reactor_scram,25,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 171.5 sec, HPSI start low RX Press 118.1 bar || 171.5 sec, HPI Pump #1 Position Change: 100% || 171.5 sec, HPI Pump #2 Position Change: 100% || 1467.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1508 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1546 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1583.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_17,RW,17,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/17Transient Report.txt,True,48,0.5,Malfunction # 12 Fraction = 17.0 %,True,102.5,Reactor Scram,reactor_scram,23,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 171.5 sec, HPSI start low RX Press 118.1 bar || 171.5 sec, HPI Pump #1 Position Change: 100% || 171.5 sec, HPI Pump #2 Position Change: 100% || 1468 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1508.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1546.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1584 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_18,RW,18,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/18Transient Report.txt,True,46,0.5,Malfunction # 12 Fraction = 18.0 %,True,102.5,Reactor Scram,reactor_scram,22,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 171.5 sec, HPSI start low RX Press 118.1 bar || 171.5 sec, HPI Pump #1 Position Change: 100% || 171.5 sec, HPI Pump #2 Position Change: 100% || 1467 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1507.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1547.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1585 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_19,RW,19,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/19Transient Report.txt,True,44,0.5,Malfunction # 12 Fraction = 19.0 %,True,102.5,Reactor Scram,reactor_scram,21,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 171 sec, HPSI start low RX Press 118.1 bar || 171 sec, HPI Pump #1 Position Change: 100% || 171 sec, HPI Pump #2 Position Change: 100% || 1465.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1506 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1546 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1584 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_2,RW,2,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/2.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/2Transient Report.txt,True,5,0.5,Malfunction # 12 Fraction = 02.0 %,True,362.5,Reactor Scram,reactor_scram,1,reactor_scram,"362.5 sec, Reactor Scram",True,13_generic_taxonomy_v1
RW_20,RW,20,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/20.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/20Transient Report.txt,True,40,0.5,Malfunction # 12 Fraction = 20.0 %,True,102.5,Reactor Scram,reactor_scram,19,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 171 sec, HPSI start low RX Press 118.1 bar || 171 sec, HPI Pump #1 Position Change: 100% || 171 sec, HPI Pump #2 Position Change: 100% || 1466.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1506.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1544.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1582 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_21,RW,21,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/21.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/21Transient Report.txt,True,38,0.5,Malfunction # 12 Fraction = 21.0 %,True,102.5,Reactor Scram,reactor_scram,18,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 170 sec, HPSI start low RX Press 118.1 bar || 170 sec, HPI Pump #1 Position Change: 100% || 170 sec, HPI Pump #2 Position Change: 100% || 1461.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1502 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1542 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1580 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_22,RW,22,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/22.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/22Transient Report.txt,True,37,0.5,Malfunction # 12 Fraction = 22.0 %,True,102.5,Reactor Scram,reactor_scram,18,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 170 sec, HPSI start low RX Press 118.1 bar || 170 sec, HPI Pump #1 Position Change: 100% || 170 sec, HPI Pump #2 Position Change: 100% || 1465 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1505.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1543.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1581 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_23,RW,23,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/23.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/23Transient Report.txt,True,34,0.5,Malfunction # 12 Fraction = 23.0 %,True,102.5,Reactor Scram,reactor_scram,16,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 170 sec, HPSI start low RX Press 118.1 bar || 170 sec, HPI Pump #1 Position Change: 100% || 170 sec, HPI Pump #2 Position Change: 100% || 1463.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1504 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1541.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1579.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_24,RW,24,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/24.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/24Transient Report.txt,True,32,0.5,Malfunction # 12 Fraction = 24.0 %,True,102.5,Reactor Scram,reactor_scram,15,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 170 sec, HPSI start low RX Press 118.1 bar || 170 sec, HPI Pump #1 Position Change: 100% || 170 sec, HPI Pump #2 Position Change: 100% || 1463 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1503.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1541 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1579 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_25,RW,25,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/25.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/25Transient Report.txt,True,28,0.5,Malfunction # 12 Fraction = 25.0 %,True,102.5,Reactor Scram,reactor_scram,13,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169.5 sec, HPSI start low RX Press 118.1 bar || 169.5 sec, HPI Pump #1 Position Change: 100% || 169.5 sec, HPI Pump #2 Position Change: 100% || 1463 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1503.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1541.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1579 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_26,RW,26,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/26.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/26Transient Report.txt,True,28,0.5,Malfunction # 12 Fraction = 26.0 %,True,102.5,Reactor Scram,reactor_scram,13,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169.5 sec, HPSI start low RX Press 118.1 bar || 169.5 sec, HPI Pump #1 Position Change: 100% || 169.5 sec, HPI Pump #2 Position Change: 100% || 1461.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1502 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1540 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1577.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_27,RW,27,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/27.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/27Transient Report.txt,True,26,0.5,Malfunction # 12 Fraction = 27.0 %,True,102.5,Reactor Scram,reactor_scram,12,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169.5 sec, HPSI start low RX Press 118.1 bar || 169.5 sec, HPI Pump #1 Position Change: 100% || 169.5 sec, HPI Pump #2 Position Change: 100% || 1461.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1502 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1539.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1577.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_28,RW,28,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/28.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/28Transient Report.txt,True,26,0.5,Malfunction # 12 Fraction = 28.0 %,True,102.5,Reactor Scram,reactor_scram,12,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169.5 sec, HPSI start low RX Press 118.1 bar || 169.5 sec, HPI Pump #1 Position Change: 100% || 169.5 sec, HPI Pump #2 Position Change: 100% || 1466.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1506.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1544.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1582 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_29,RW,29,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/29.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/29Transient Report.txt,True,24,0.5,Malfunction # 12 Fraction = 29.0 %,True,102.5,Reactor Scram,reactor_scram,11,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169 sec, HPSI start low RX Press 118.1 bar || 169 sec, HPI Pump #1 Position Change: 100% || 169 sec, HPI Pump #2 Position Change: 100% || 1462.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1503 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1541 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1578.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_3,RW,3,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/3.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/3Transient Report.txt,True,38,0.5,Malfunction # 12 Fraction = 03.0 %,True,337.5,Reactor Scram,reactor_scram,18,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"337.5 sec, Reactor Scram || 403.5 sec, HPSI start low RX Press 118.1 bar || 403.5 sec, HPI Pump #1 Position Change: 100% || 403.5 sec, HPI Pump #2 Position Change: 100% || 1666.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1707 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1745 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1782.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_30,RW,30,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/30.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/30Transient Report.txt,True,24,0.5,Malfunction # 12 Fraction = 30.0 %,True,102.5,Reactor Scram,reactor_scram,11,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169 sec, HPSI start low RX Press 118.1 bar || 169 sec, HPI Pump #1 Position Change: 100% || 169 sec, HPI Pump #2 Position Change: 100% || 1463 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1503.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1541.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1579 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_31,RW,31,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/31.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/31Transient Report.txt,True,22,0.5,Malfunction # 12 Fraction = 31.0 %,True,102.5,Reactor Scram,reactor_scram,11,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 169 sec, HPSI start low RX Press 118.1 bar || 169 sec, HPI Pump #1 Position Change: 100% || 169 sec, HPI Pump #2 Position Change: 100% || 1463.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1504 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1542 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1579.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
RW_32,RW,32,data/NuclearPowerPlantAccidentData/Operation_csv_data/RW/32.csv,data/NuclearPowerPlantAccidentData/NPPAD/RW/32Transient Report.txt,True,21,0.5,Malfunction # 12 Fraction = 32.0 %,True,102.5,Reactor Scram,reactor_scram,10,reactor_scram;hpsi_start;hpi_pump_start;safety_relief_valve_open,"102.5 sec, Reactor Scram || 168.5 sec, HPSI start low RX Press 118.1 bar || 168.5 sec, HPI Pump #1 Position Change: 100% || 168.5 sec, HPI Pump #2 Position Change: 100% || 1462 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1502.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1542.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1580 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
