split_type,split_id,seed,sample_id,accident_class,severity,severity_definition,partition,severity_source
random,seed_20267984,20267984,SGBTR_107,SGBTR,107.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_51,LOCA,51.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_96,SGBTR,96.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_75,LOCA,75.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_34,SLBIC,34.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-34,RI,-34.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_62,SGATR,62.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-3,RI,-3.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_66,SLBIC,66.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LR_72,LR,72.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_59,LOCA,59.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_68,LOCA,68.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_30,FLB,30.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_12,LOCAC,12.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_60,SLBIC,60.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_100,SGATR,100.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_97,FLB,97.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_66,LOCA,66.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_3,LOCAC,3.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_79,SGBTR,79.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_74,LOCAC,74.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_68,SLBIC,68.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_34,LOCAC,34.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_8,FLB,8.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LR_90,LR,90.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LR_97,LR,97.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_23,LOCAC,23.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,RW_2,RW,2.0,% of rods withdrawn,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_79,FLB,79.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_42,FLB,42.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_42,SLBIC,42.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_27,FLB,27.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LR_96,LR,96.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_70,SLBIC,70.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_66,SGBTR,66.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_96,FLB,96.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_37,LOCA,37.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_64,LOCAC,64.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_62,SLBIC,62.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-20,RI,-20.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_51,LOCAC,51.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_77,SGBTR,77.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_75,SGATR,75.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_26,LOCAC,26.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_70,FLB,70.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LR_75,LR,75.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_36,LOCAC,36.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_43,FLB,43.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_60,SGATR,60.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_1,LOCAC,1.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_43,LOCAC,43.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_13,LOCA,13.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_46,LOCAC,46.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_16,SLBIC,16.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-33,RI,-33.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_6,LOCA,6.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_94,SGATR,94.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_69,SGATR,69.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LR_86,LR,86.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_12,FLB,12.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_92,SGATR,92.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_61,FLB,61.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_34,LOCA,34.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-29,RI,-29.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_98,SLBIC,98.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_37,FLB,37.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_94,SGBTR,94.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_53,SLBIC,53.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_30,LOCAC,30.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_29,LOCA,29.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_48,LOCAC,48.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_104,SGBTR,104.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_14,SLBIC,14.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_18,SLBIC,18.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_90,SGBTR,90.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_59,SLBIC,59.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_26,SLBIC,26.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_35,FLB,35.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_52,FLB,52.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_77,LOCAC,77.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_100,SGBTR,100.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_69,LOCAC,69.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_65,FLB,65.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_93,FLB,93.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_80,FLB,80.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_17,LOCAC,17.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_78,SGBTR,78.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_18,FLB,18.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_9,LOCAC,9.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-32,RI,-32.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_97,SGATR,97.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LR_82,LR,82.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_49,LOCAC,49.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_28,LOCA,28.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_93,SGATR,93.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-4,RI,-4.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_19,FLB,19.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_85,FLB,85.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LR_99,LR,99.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_74,FLB,74.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_76,SGATR,76.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_22,LOCAC,22.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-18,RI,-18.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_73,LOCAC,73.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_87,SLBIC,87.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_39,SLBIC,39.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_56,FLB,56.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_87,SGATR,87.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_62,SGBTR,62.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_50,FLB,50.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_63,LOCAC,63.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LR_70,LR,70.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_48,LOCA,48.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_54,LOCA,54.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_72,SLBIC,72.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_98,SGBTR,98.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_82,SLBIC,82.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-17,RI,-17.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_71,LOCA,71.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_101,SGBTR,101.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-7,RI,-7.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_46,LOCA,46.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LR_76,LR,76.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_110,SGBTR,110.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_73,SGBTR,73.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_31,LOCA,31.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_45,LOCA,45.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_45,SLBIC,45.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_41,SLBIC,41.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_105,SGBTR,105.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_79,SGATR,79.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_52,LOCA,52.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_14,FLB,14.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_103,SGBTR,103.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_69,SLBIC,69.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_3,FLB,3.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_59,FLB,59.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_76,LOCAC,76.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_75,SLBIC,75.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_4,LOCA,4.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_71,LOCAC,71.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_21,LOCA,21.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_79,SLBIC,79.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGBTR_64,SGBTR,64.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_57,SLBIC,57.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_53,LOCAC,53.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_17,SLBIC,17.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_12,LOCA,12.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_57,LOCA,57.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_44,LOCAC,44.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_31,FLB,31.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_99,SLBIC,99.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_67,LOCA,67.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_30,SLBIC,30.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_61,SGATR,61.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LR_77,LR,77.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_7,LOCA,7.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_74,SGATR,74.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-19,RI,-19.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCA_41,LOCA,41.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_63,SLBIC,63.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_72,SGATR,72.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_8,LOCAC,8.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_37,LOCAC,37.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_42,LOCAC,42.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_39,FLB,39.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SLBIC_78,SLBIC,78.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_5,FLB,5.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_33,FLB,33.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_16,FLB,16.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,SGATR_90,SGATR,90.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20267984,20267984,LOCAC_28,LOCAC,28.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20267984,20267984,FLB_99,FLB,99.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20267984,20267984,RI_-31,RI,-31.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_85,SLBIC,85.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_50,FLB,50.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_83,SLBIC,83.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGATR_65,SGATR,65.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_53,FLB,53.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_2,LOCA,2.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_24,FLB,24.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCAC_73,LOCAC,73.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,RI_-2,RI,-2.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_47,SLBIC,47.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGATR_83,SGATR,83.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_20,LOCA,20.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_14,LOCA,14.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_49,SLBIC,49.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_67,FLB,67.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_80,SLBIC,80.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_101,SLBIC,101.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_42,FLB,42.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_9,LOCA,9.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_25,SLBIC,25.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_88,SGBTR,88.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_43,SLBIC,43.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_54,SLBIC,54.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,RI_-8,RI,-8.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_64,SGBTR,64.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_24,LOCA,24.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_29,SLBIC,29.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGATR_66,SGATR,66.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_82,SLBIC,82.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_36,FLB,36.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_5,FLB,5.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_75,SLBIC,75.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_68,SLBIC,68.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_75,LOCA,75.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LR_88,LR,88.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_23,FLB,23.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_52,LOCA,52.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_20,FLB,20.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_17,FLB,17.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LR_74,LR,74.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_75,SGBTR,75.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_66,SLBIC,66.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_18,FLB,18.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_87,SGBTR,87.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_8,LOCA,8.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_91,SGBTR,91.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_95,SLBIC,95.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCA_13,LOCA,13.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_20,SLBIC,20.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_107,SGBTR,107.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,SLBIC_31,SLBIC,31.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_79,FLB,79.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_77,SGBTR,77.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_61,SGBTR,61.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,FLB_87,FLB,87.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGATR_85,SGATR,85.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,LOCAC_7,LOCAC,7.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_110,SGBTR,110.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20268993,20268993,LR_84,LR,84.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20268993,20268993,SGBTR_106,SGBTR,106.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
