cohort,scope,split_index,seed,window_s,accident_class,cohort_support,train_support,validation_support,test_support,test_support_lt_3,test_support_lt_5,support_status
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
