sample_id,status,predicted_family,conformal_set,distance_score,distance_threshold,ood_warning,top_ood_features,top_ood_variables,ood_direction,maximum_calibrated_probability,top2_margin,nonconformity_of_top1,unknown_interpretation
SGBTR_91,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.2254691156618425,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9300951439709705,0.906473673908186,0.06990485602902952,Calibrated probability and conformal membership summary.
SGBTR_95,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.6836236718897502,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""LSGB__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9146205006359682,0.8885425151388571,0.08537949936403177,Calibrated probability and conformal membership summary.
SLBIC_16,requires_review,steam_line_break,"[""steam_line_break""]",8.680289434878466,3.0417115477851966,True,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""QMGA__mean"", ""WSTB__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""below_class_center""}, {""TCA"": ""below_class_center""}, {""TAVG"": ""below_class_center""}, {""WFWB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9014514907180515,0.8515469886082471,0.09854850928194847,Calibrated probability and conformal membership summary.
SLBIC_18,requires_review,steam_line_break,"[""steam_line_break""]",8.53538008649926,3.0417115477851966,True,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""QMGA__mean"", ""WSTB__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""below_class_center""}, {""TCA"": ""below_class_center""}, {""TAVG"": ""below_class_center""}, {""WFWB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9014514907180515,0.8515469886082471,0.09854850928194847,Calibrated probability and conformal membership summary.
SLBIC_22,unknown,steam_line_break,[],8.502770694988932,3.0417115477851966,True,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""QMGA__mean"", ""WSTB__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""below_class_center""}, {""TCA"": ""below_class_center""}, {""TAVG"": ""below_class_center""}, {""WFWB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.8615268195824246,0.8050611503534967,0.1384731804175754,No unique family is supported by the calibrated conformal threshold.
SLBIC_27,requires_review,steam_line_break,"[""steam_line_break""]",3.2827420802691005,3.0417115477851966,True,"[""TCA__mean"", ""QMGA__mean"", ""WFWA__mean"", ""TCA__last"", ""TCB__mean"", ""WSTA__mean"", ""NSGA__last"", ""NSGA__delta_t0"", ""LSGA__std"", ""LSGA__slope""]","[""TCA"", ""LSGA"", ""NSGA"", ""PSGA"", ""WSTA""]","[{""TCA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGA"": ""below_class_center""}, {""PSGA"": ""above_class_center""}, {""WSTA"": ""below_class_center""}]",0.899637506303782,0.8488144110088683,0.10036249369621797,Calibrated probability and conformal membership summary.
SLBIC_31,requires_review,steam_line_break,"[""steam_line_break""]",2.591774651376431,3.0417115477851966,False,"[""TCA__mean"", ""WFWA__mean"", ""TCB__mean"", ""QMGA__mean"", ""TCA__last"", ""WSTA__mean"", ""NSGA__last"", ""NSGA__delta_t0"", ""TAVG__mean"", ""LSGA__std""]","[""TCA"", ""LSGA"", ""NSGA"", ""PSGA"", ""QMGA""]","[{""TCA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGA"": ""below_class_center""}, {""PSGA"": ""above_class_center""}, {""QMGA"": ""below_class_center""}]",0.9014514907180515,0.8515469886082471,0.09854850928194847,Calibrated probability and conformal membership summary.
SLBIC_34,requires_review,steam_line_break,"[""steam_line_break""]",2.1541025393321513,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""WFWA__mean"", ""QMGA__mean"", ""TCA__last"", ""WSTA__mean"", ""TAVG__mean"", ""NSGA__last"", ""NSGA__delta_t0"", ""WFWB__mean""]","[""TCA"", ""NSGA"", ""LSGA"", ""PSGA"", ""QMGA""]","[{""TCA"": ""above_class_center""}, {""NSGA"": ""below_class_center""}, {""LSGA"": ""above_class_center""}, {""PSGA"": ""above_class_center""}, {""QMGA"": ""below_class_center""}]",0.9014514907180515,0.8515469886082471,0.09854850928194847,Calibrated probability and conformal membership summary.
SLBIC_35,requires_review,steam_line_break,"[""steam_line_break""]",2.0220085883333803,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""WFWA__mean"", ""QMGA__mean"", ""TCA__last"", ""WSTA__mean"", ""TAVG__mean"", ""NSGA__last"", ""NSGA__delta_t0"", ""WFWB__mean""]","[""TCA"", ""NSGA"", ""LSGA"", ""PSGA"", ""QMGA""]","[{""TCA"": ""above_class_center""}, {""NSGA"": ""below_class_center""}, {""LSGA"": ""above_class_center""}, {""PSGA"": ""above_class_center""}, {""QMGA"": ""below_class_center""}]",0.9014514907180515,0.8515469886082471,0.09854850928194847,Calibrated probability and conformal membership summary.
SLBIC_37,requires_review,steam_line_break,"[""steam_line_break""]",1.7778769302734787,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""WFWA__mean"", ""QMGA__mean"", ""TCA__last"", ""TAVG__mean"", ""WSTA__mean"", ""WFWB__mean"", ""NSGA__last"", ""NSGA__delta_t0""]","[""TCA"", ""NSGA"", ""LSGA"", ""QMGA"", ""PSGA""]","[{""TCA"": ""above_class_center""}, {""NSGA"": ""below_class_center""}, {""LSGA"": ""above_class_center""}, {""QMGA"": ""below_class_center""}, {""PSGA"": ""above_class_center""}]",0.9014514907180515,0.8515469886082471,0.09854850928194847,Calibrated probability and conformal membership summary.
SLBIC_42,requires_review,steam_line_break,"[""steam_line_break""]",1.2678922153814098,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""WFWA__mean"", ""TAVG__mean"", ""QMGA__mean"", ""WFWB__mean"", ""TCA__last"", ""WSTA__mean"", ""NSGA__last"", ""NSGA__delta_t0""]","[""TCA"", ""TCB"", ""WFWA"", ""QMGA"", ""NSGA""]","[{""TCA"": ""above_class_center""}, {""TCB"": ""above_class_center""}, {""WFWA"": ""below_class_center""}, {""QMGA"": ""below_class_center""}, {""NSGA"": ""below_class_center""}]",0.9018924027043882,0.851963491634835,0.0981075972956118,Calibrated probability and conformal membership summary.
SLBIC_44,requires_review,steam_line_break,"[""steam_line_break""]",1.096937456273001,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""WFWA__mean"", ""TAVG__mean"", ""QMGA__mean"", ""WFWB__mean"", ""TCA__last"", ""WSTA__mean"", ""THB__mean"", ""QMGB__mean""]","[""TCA"", ""TCB"", ""WFWA"", ""QMGA"", ""NSGA""]","[{""TCA"": ""above_class_center""}, {""TCB"": ""above_class_center""}, {""WFWA"": ""below_class_center""}, {""QMGA"": ""below_class_center""}, {""NSGA"": ""below_class_center""}]",0.923696223668697,0.8967358838658376,0.07630377633130303,Calibrated probability and conformal membership summary.
SLBIC_55,requires_review,steam_line_break,"[""steam_line_break""]",0.433836459031053,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""TAVG__mean"", ""WFWA__mean"", ""WFWB__mean"", ""QMGA__mean"", ""QMGB__mean"", ""THB__mean"", ""TCA__last"", ""WSTA__mean""]","[""TCA"", ""TCB"", ""TAVG"", ""WFWA"", ""WFWB""]","[{""TCA"": ""above_class_center""}, {""TCB"": ""above_class_center""}, {""TAVG"": ""above_class_center""}, {""WFWA"": ""below_class_center""}, {""WFWB"": ""below_class_center""}]",0.923696223668697,0.8967358838658376,0.07630377633130303,Calibrated probability and conformal membership summary.
SLBIC_57,requires_review,steam_line_break,"[""steam_line_break""]",0.3619212220293263,3.0417115477851966,False,"[""TCA__mean"", ""TCB__mean"", ""TAVG__mean"", ""WFWA__mean"", ""WFWB__mean"", ""QMGA__mean"", ""QMGB__mean"", ""THB__mean"", ""THA__mean"", ""TCA__last""]","[""TCA"", ""TCB"", ""TAVG"", ""WFWA"", ""WFWB""]","[{""TCA"": ""above_class_center""}, {""TCB"": ""above_class_center""}, {""TAVG"": ""above_class_center""}, {""WFWA"": ""below_class_center""}, {""WFWB"": ""below_class_center""}]",0.925624085588004,0.9006945932204831,0.07437591441199598,Calibrated probability and conformal membership summary.
SLBIC_63,requires_review,steam_line_break,"[""steam_line_break""]",0.23711747006524847,3.0417115477851966,False,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""QMGA__mean"", ""WSTB__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""above_class_center""}, {""TCA"": ""above_class_center""}, {""TAVG"": ""above_class_center""}, {""WFWB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.925624085588004,0.9006945932204831,0.07437591441199598,Calibrated probability and conformal membership summary.
SLBIC_66,requires_review,steam_line_break,"[""steam_line_break""]",0.22819834390341198,3.0417115477851966,False,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""QMGA__mean"", ""WSTB__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""above_class_center""}, {""TCA"": ""above_class_center""}, {""TAVG"": ""above_class_center""}, {""WFWB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.925624085588004,0.9006945932204831,0.07437591441199598,Calibrated probability and conformal membership summary.
SLBIC_67,requires_review,steam_line_break,"[""steam_line_break""]",0.23354292071295749,3.0417115477851966,False,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""QMGA__mean"", ""WSTB__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""above_class_center""}, {""TCA"": ""above_class_center""}, {""TAVG"": ""above_class_center""}, {""WFWB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.925624085588004,0.9006945932204831,0.07437591441199598,Calibrated probability and conformal membership summary.
SLBIC_68,requires_review,steam_line_break,"[""steam_line_break""]",0.24379063503987675,3.0417115477851966,False,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THA__mean"", ""THB__mean"", ""WSTB__mean"", ""QMGA__mean""]","[""TCB"", ""TCA"", ""TAVG"", ""WFWB"", ""WFWA""]","[{""TCB"": ""above_class_center""}, {""TCA"": ""above_class_center""}, {""TAVG"": ""above_class_center""}, {""WFWB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.925624085588004,0.9006945932204831,0.07437591441199598,Calibrated probability and conformal membership summary.
SLBIC_74,requires_review,steam_line_break,"[""steam_line_break""]",0.3969573679171764,3.0417115477851966,False,"[""TCB__mean"", ""TCA__mean"", ""TAVG__mean"", ""WFWB__mean"", ""THA__mean"", ""WFWA__mean"", ""QMGB__mean"", ""THB__mean"", ""NSGA__last"", ""NSGA__delta_t0""]","[""TCA"", ""TCB"", ""LSGA"", ""NSGA"", ""TAVG""]","[{""TCA"": ""above_class_center""}, {""TCB"": ""above_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGA"": ""above_class_center""}, {""TAVG"": ""above_class_center""}]",0.925624085588004,0.9006945932204831,0.07437591441199598,Calibrated probability and conformal membership summary.
SLBIC_90,requires_review,steam_line_break,"[""steam_line_break""]",1.6480295224891393,3.0417115477851966,False,"[""TCB__mean"", ""NSGA__last"", ""NSGA__delta_t0"", ""LSGA__std"", ""LSGA__slope"", ""TCA__std"", ""TCA__mean"", ""PSGA__std"", ""LSGA__last"", ""LSGA__delta_t0""]","[""LSGA"", ""NSGA"", ""PSGA"", ""TCA"", ""WSTA""]","[{""LSGA"": ""below_class_center""}, {""NSGA"": ""above_class_center""}, {""PSGA"": ""below_class_center""}, {""TCA"": ""above_class_center""}, {""WSTA"": ""above_class_center""}]",0.9254394253741283,0.900448038165666,0.07456057462587173,Calibrated probability and conformal membership summary.
