sample_id,accident_class,split,window_s,first_protection_s,protection_time_known,strict_pre_protection,sample_count,first_sample_s,last_sample_s,sample_points_s
LR_24,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_25,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_26,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_27,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_28,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_29,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_3,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_30,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_31,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_32,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_33,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_34,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_35,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_36,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_37,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_38,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_39,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_4,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_40,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_41,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_42,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_43,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_44,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_45,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_46,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_47,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_48,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_49,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_5,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_50,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_51,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_52,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_53,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_54,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_55,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_56,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_57,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_58,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_59,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_6,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_60,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_61,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_62,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_63,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_64,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_65,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_66,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_67,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_68,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_69,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_7,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_70,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_71,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_72,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_73,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_74,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_75,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_76,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_77,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_78,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_79,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_8,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_80,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_81,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_82,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_83,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_84,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_85,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_86,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_87,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_88,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_89,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_9,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_90,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_91,LR,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_92,LR,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_93,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_94,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_95,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_96,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_97,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_98,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
LR_99,LR,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_1,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_10,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_100,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_11,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_12,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_13,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_14,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_15,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_16,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_17,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_18,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_19,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_2,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_20,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_21,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_22,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_23,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_24,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_25,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_26,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_27,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_28,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_29,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_3,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_30,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_31,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_32,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_33,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_34,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_35,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_36,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_37,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_38,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_39,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_4,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_40,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_41,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_42,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_43,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_44,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_45,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_46,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_47,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_48,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_49,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_5,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_50,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_51,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_52,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_53,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_54,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_55,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_56,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_57,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_58,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_59,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_6,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_60,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_61,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_62,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_63,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_64,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_65,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_66,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_67,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_68,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_69,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_7,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_70,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_71,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_72,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_73,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_74,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_75,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_76,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_77,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_78,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_79,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_8,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_80,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_81,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_82,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_83,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_84,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_85,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_86,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_87,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_88,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_89,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_9,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_90,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_91,MD,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_92,MD,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_93,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_94,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_95,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_96,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_97,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_98,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
MD_99,MD,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-1,RI,train,60,528.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-10,RI,test,60,609.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-100,RI,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-11,RI,train,60,677.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-12,RI,train,60,686.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-13,RI,train,60,768.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-14,RI,train,60,883.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-15,RI,train,60,916.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-16,RI,train,60,1047.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-17,RI,train,60,1229.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-18,RI,train,60,1239.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-19,RI,validation,60,1429.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-2,RI,train,60,592.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-20,RI,test,60,1679.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-21,RI,train,60,1720.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-22,RI,train,60,2253.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-23,RI,train,60,2811.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-24,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-25,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-26,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-27,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-28,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-29,RI,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-3,RI,train,60,637.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-30,RI,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-31,RI,train,60,124.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-32,RI,train,60,123.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-33,RI,train,60,122.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-34,RI,train,60,121.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-35,RI,train,60,120.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-36,RI,train,60,120.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-37,RI,train,60,120.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-38,RI,train,60,119.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-39,RI,validation,60,119.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-4,RI,train,60,680.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-40,RI,test,60,119.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-41,RI,train,60,118.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-42,RI,train,60,118.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-43,RI,train,60,118.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-44,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-45,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-46,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-47,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-48,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-49,RI,validation,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-5,RI,train,60,658.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-50,RI,test,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-51,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-52,RI,train,60,118.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-53,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-54,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-55,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-56,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-57,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-58,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-59,RI,validation,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-6,RI,train,60,893.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-60,RI,test,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-61,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-62,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-63,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-64,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-65,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-66,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-67,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-68,RI,train,60,117.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-69,RI,validation,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-7,RI,train,60,746.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-70,RI,test,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-71,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-72,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-73,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-74,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-75,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-76,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-77,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-78,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-79,RI,validation,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-8,RI,train,60,609.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-80,RI,test,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-81,RI,train,60,117.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-82,RI,train,60,116.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-83,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-84,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-85,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-86,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-87,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-88,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-89,RI,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-9,RI,validation,60,578.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RI_-90,RI,test,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-91,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-92,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-93,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-94,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-95,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-96,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-97,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-98,RI,train,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RI_-99,RI,validation,60,,False,False,6,10.0,60.0,"10,20,30,40,50,60"
RW_1,RW,test,60,403.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_10,RW,train,60,103.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_100,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_11,RW,test,60,103.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_12,RW,validation,60,103.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_13,RW,train,60,103.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_14,RW,train,60,103.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_15,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_16,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_17,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_18,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_19,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_2,RW,validation,60,362.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_20,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_21,RW,test,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_22,RW,validation,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_23,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_24,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_25,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_26,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_27,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_28,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_29,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_3,RW,train,60,337.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_30,RW,train,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_31,RW,test,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_32,RW,validation,60,102.5,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_33,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_34,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_35,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_36,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_37,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_38,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_39,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_4,RW,train,60,106.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_40,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_41,RW,test,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_42,RW,validation,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_43,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_44,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_45,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_46,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_47,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
RW_48,RW,train,60,102.0,True,True,6,10.0,60.0,"10,20,30,40,50,60"
